id,reviews_per_month,last_review,number_of_reviews
323706,0.72,2018/08/03,64
324115,2.44,2019/06/19,219
324517,0.94,2017/12/10,66
324800,0.29,2018/12/22,25
325429,1.15,2019/06/28,102
326832,0.47,2019/06/23,32
326956,0.18,2019/04/22,15
327521,0.02,2015/11/16,1
327778,0.14,2019/06/30,12
328040,0.27,2019/06/11,19
328693,3.37,2019/06/24,297
328744,0.13,2019/07/07,12
329064,0.11,2017/01/02,9
329310,0.1,2016/05/14,9
329385,0.62,2019/05/25,46
333189,0.47,2019/06/24,42
333323,2.11,2019/07/01,118
334607,0.6,2019/05/03,53
334781,0.21,2019/06/24,15
335797,0.72,2019/05/11,64
335819,0.58,2019/04/27,51
335820,0.88,2019/04/29,79
336220,2.29,2019/06/19,202
339456,0.63,2018/12/31,23
341525,0.76,2019/06/01,62
341982,0.45,2015/08/23,36
342027,0.19,2019/06/16,16
342965,0.27,2017/09/21,24
342995,0.88,2019/07/01,77
343276,1.27,2019/05/26,110
343971,0.64,2018/07/16,56
344019,0.08,2012/06/07,7
344068,,,0
344092,0.22,2016/07/13,19
346248,0.09,2015/05/31,7
346805,0.6,2014/10/28,53
347865,2.99,2019/06/24,265
349841,,,0
350168,0.1,2018/01/02,8
350525,0.52,2018/06/19,46
351530,0.08,2018/11/04,6
351859,0.86,2019/07/01,75
352651,0.13,2019/06/23,11
352864,1.47,2019/06/29,5
353317,1.49,2019/06/23,132
354095,0.47,2019/06/07,41
355106,0.39,2019/04/07,34
356230,0.39,2014/06/09,34
357509,0.31,2019/03/01,27
359982,0.34,2019/04/13,30
360400,2.45,2019/06/02,214
361803,0.14,2018/04/15,12
363320,0.09,2018/07/30,6
363673,,,0
364275,1.8,2019/07/04,156
364785,0.74,2018/12/29,30
367042,0.02,2014/09/04,1
367810,0.09,2019/04/24,3
369411,3.18,2019/06/27,272
369567,0.82,2019/01/01,63
369671,0.66,2019/07/01,58
371138,0.1,2015/10/12,5
373618,0.71,2019/06/30,63
374548,3.04,2019/07/02,268
375249,0.92,2019/05/26,80
377217,0.25,2017/04/14,22
378460,0.15,2019/06/17,13
380416,0.67,2019/04/30,23
380730,0.08,2018/12/04,3
382523,0.12,2018/10/24,10
382524,0.16,2019/04/04,14
385190,0.28,2019/06/06,20
385657,0.02,2015/05/15,2
385824,1.22,2019/07/03,47
386555,0.19,2019/01/01,6
386744,1.06,2019/06/07,93
386799,1.32,2016/01/03,116
387324,0.17,2018/09/04,15
387377,0.8,2019/06/03,70
387666,0.41,2019/03/04,4
387735,1.46,2019/06/11,128
389482,0.69,2018/11/09,59
391948,0.11,2015/09/30,8
391955,1.22,2019/06/24,106
392948,0.57,2019/06/26,15
393016,1.51,2019/05/05,133
393094,0.31,2019/05/25,27
393682,0.7,2018/01/02,61
394026,0.02,2018/10/08,2
394111,0.18,2017/01/01,16
394235,,,0
396636,0.44,2019/05/16,38
397034,0.28,2013/06/22,25
397297,1.05,2015/11/17,93
397420,0.07,2017/09/05,6
398281,0.34,2016/12/04,30
398283,0.46,2019/07/05,17
399946,0.77,2019/05/16,67
400039,0.68,2017/06/30,53
400466,0.37,2016/10/11,32
401579,1.84,2019/06/23,131
401836,0.22,2019/05/21,19
402037,,,0
403056,0.84,2019/05/28,74
403264,1.88,2019/07/03,165
403668,0.18,2019/01/02,16
404502,3.09,2019/06/05,269
404923,2.75,2019/06/24,243
405025,0.94,2019/07/01,59
405408,1.53,2019/06/22,134
406926,0.93,2019/07/03,81
406992,0.08,2016/10/22,7
407469,1.28,2019/05/26,112
408491,,,0
408983,1.05,2019/06/09,92
409262,0.26,2019/02/14,23
409293,0.76,2019/05/28,67
409666,0.1,2016/09/18,8
411336,2.81,2019/07/01,244
411525,0.7,2019/05/17,62
411918,1.47,2019/07/02,125
412061,0.67,2019/06/01,58
412180,0.1,2018/09/03,9
413504,1.57,2019/06/13,137
413775,0.24,2019/05/09,16
413876,0.57,2018/09/26,36
414801,0.65,2019/03/24,54
415304,0.03,2016/05/31,1
416557,0.47,2019/03/13,39
417685,1.76,2019/06/22,145
418291,0.33,2019/06/25,28
419373,2.4,2019/06/30,206
419792,0.22,2019/05/04,4
421554,0.52,2016/10/30,37
422040,0.31,2017/08/11,27
424192,0.21,2016/05/21,18
424667,1.54,2019/04/02,134
424767,2.25,2019/06/20,197
424889,0.09,2015/05/21,5
424930,0.06,2015/10/06,5
425784,0.09,2018/01/02,8
428226,0.71,2019/05/11,62
430427,0.15,2017/01/31,13
430665,0.09,2014/08/22,8
431865,0.87,2019/06/30,50
432090,0.79,2016/09/28,69
433218,0.47,2019/05/20,41
433414,1.04,2019/06/28,89
433914,0.46,2019/06/17,40
434792,1.22,2019/06/07,106
435774,0.39,2018/11/25,33
435776,0.09,2017/10/03,2
435909,0.22,2016/12/24,19
435946,1.14,2019/06/14,100
436510,0.19,2018/09/25,16
436619,0.76,2019/06/09,64
436824,0.31,2019/04/27,17
436916,0.08,2016/10/11,7
437352,0.17,2018/12/31,15
437906,0.07,2015/10/07,4
438513,1,2019/06/16,87
439750,0.14,2018/05/19,10
439870,,,0
442636,3.3,2019/06/24,289
442649,0.11,2018/08/22,10
443646,0.45,2019/05/16,39
444171,0.1,2017/04/17,7
444430,0.27,2018/03/27,23
446367,0.27,2019/06/10,22
447766,0.02,2014/08/21,1
447840,0.06,2016/01/09,5
448048,0.37,2019/05/24,30
448049,0.64,2018/09/30,55
449034,1.78,2019/06/07,155
449130,1.09,2019/06/28,95
449660,1.35,2019/06/16,118
449680,0.96,2018/12/15,82
450009,1.21,2019/06/09,105
450577,0.84,2019/06/07,73
450578,0.32,2019/05/12,28
450905,,,0
452068,0.06,2015/08/16,3
452541,1.4,2019/07/01,120
453094,3.88,2019/06/23,339
453161,0.09,2018/06/23,7
453255,0.15,2019/04/29,13
453317,0.07,2013/11/01,6
454334,0.03,2014/12/31,3
454763,0.18,2018/08/16,11
454929,1.33,2019/07/02,67
455734,1.47,2019/07/02,123
455801,1.25,2018/09/19,109
456110,0.27,2015/10/04,23
456190,3.15,2019/06/29,269
456457,0.08,2016/08/29,7
456526,1.76,2019/06/23,36
457829,2.06,2019/07/01,178
458154,1.51,2019/06/10,132
458377,0.15,2019/05/28,12
459066,0.27,2019/01/01,23
460036,0.55,2019/06/08,47
460999,0.11,2019/03/28,8
461050,0.2,2016/05/12,17
462454,0.06,2018/03/24,4
463107,0.22,2018/12/16,19
464231,0.02,2012/05/29,2
465277,0.54,2018/01/01,35
466277,1.25,2019/07/02,108
466457,2.15,2019/07/01,182
467569,0.41,2019/06/11,31
467634,5.27,2019/06/18,454
467866,2.3,2019/07/05,199
468613,,,0
470090,2.65,2019/07/01,230
470370,1.19,2019/06/24,101
470498,0.13,2015/12/22,8
470709,1.87,2018/12/12,154
471712,0.81,2019/05/26,69
471758,0.05,2018/06/19,3
471845,0.04,2013/09/01,3
471914,0.16,2019/04/26,12
472052,0.15,2014/08/22,13
472376,0.17,2016/05/23,10
472546,0.06,2019/01/04,5
473592,1.68,2019/06/17,144
473777,0.12,2017/02/19,10
474283,,,0
475216,0.2,2015/07/27,17
476527,0.67,2019/05/05,57
476570,0.83,2019/03/09,70
476571,0.74,2019/01/10,62
476899,0.2,2018/10/11,17
476983,5.12,2019/07/05,439
478053,0.56,2019/01/06,48
478385,1.56,2019/06/29,134
478832,0.03,2014/05/20,2
478949,0.19,2017/11/04,16
479002,1.14,2019/07/03,31
479263,0.42,2019/01/19,36
479285,0.01,2012/12/30,1
479867,3.9,2019/07/07,338
480549,1.41,2017/12/11,117
481022,3.24,2019/06/22,261
482365,0.37,2017/01/31,32
482765,1.3,2019/06/30,112
483414,0.26,2019/05/20,22
483485,3.78,2019/07/02,319
483505,0.85,2019/06/20,69
484297,0.12,2018/09/12,10
484312,0.39,2019/02/20,24
484728,0.05,2017/08/12,3
485026,0.2,2014/06/30,17
486350,0.15,2016/08/21,13
488083,0.67,2019/05/27,58
489018,0.74,2019/06/23,62
489365,2.85,2019/06/27,203
489924,0.39,2019/06/30,33
489965,0.66,2019/03/09,47
490011,,,0
490278,0.35,2018/03/02,30
490989,0.05,2017/03/29,2
491123,1.6,2019/06/17,121
491529,0.45,2019/05/17,27
491942,0.3,2016/10/09,24
491977,0.26,2019/05/11,22
493177,1.92,2019/06/16,162
493611,0.76,2019/05/19,66
494296,,,0
494937,0.76,2019/07/07,63
495249,2.63,2019/06/14,219
495348,0.03,2013/03/31,2
496166,0.27,2019/07/01,12
497370,0.41,2017/05/30,35
498052,1.46,2019/06/10,124
498120,0.17,2018/07/23,2
498859,1.27,2019/07/06,63
500845,1.88,2019/06/21,162
500886,1.25,2019/06/15,103
501041,,,0
501082,2.15,2019/06/07,185
501098,2.54,2019/06/15,219
501693,3.51,2019/06/23,280
502132,0.71,2017/05/07,61
502309,2.14,2019/06/10,184
502429,1.37,2019/07/07,116
503460,0.24,2018/10/22,11
503529,0.1,2019/02/23,9
503585,0.05,2013/07/14,4
503722,0.29,2019/06/03,15
503790,0.28,2019/05/26,22
504322,0.21,2017/07/01,18
504362,0.65,2019/07/04,56
504394,0.03,2014/09/03,2
504437,0.7,2019/06/30,57
505029,0.17,2018/11/16,13
505231,0.01,2012/06/22,1
505315,0.49,2019/06/23,37
506121,5.26,2019/06/30,451
506527,0.29,2019/04/30,24
506571,0.32,2019/03/22,19
506575,2.21,2019/06/06,190
507393,0.54,2019/05/27,46
509989,2.08,2019/06/23,169
510218,1.92,2019/06/18,165
510454,0.02,2016/06/23,2
511436,0.07,2018/05/26,1
511733,0.04,2015/09/20,3
511960,0.18,2016/05/09,15
512209,0.7,2019/01/01,60
512210,3.85,2019/06/22,320
512775,2.2,2019/06/11,182
513343,0.01,2012/07/11,1
513688,1.56,2019/07/07,134
514457,0.17,2019/05/26,10
514548,,,0
515392,0.78,2019/06/02,60
516452,0.06,2019/05/12,5
516461,0.1,2016/08/04,9
516643,0.01,2013/01/04,1
516791,0.39,2019/05/22,33
517626,0.14,2014/12/03,10
517654,0.04,2015/08/15,3
518566,0.13,2019/05/15,10
518576,0.73,2019/07/02,62
518960,3.17,2019/07/04,266
519310,2.92,2019/07/07,251
521018,0.04,2016/04/28,3
521038,0.09,2012/12/25,8
521522,0.06,2012/12/31,5
521672,1.92,2019/06/21,160
521806,0.1,2019/05/17,5
522081,2.19,2019/06/14,183
523123,0.23,2018/12/30,19
524111,1.66,2019/06/24,141
525120,0.49,2019/05/27,42
525293,1.41,2019/07/01,119
525388,0.24,2019/06/23,20
525412,0.06,2015/06/28,5
525523,0.62,2018/07/04,16
526520,,,0
526532,0.29,2018/09/10,24
526923,0.32,2019/06/15,26
526942,0.04,2018/09/14,3
527076,,,0
528485,0.07,2019/04/30,5
530247,0.03,2014/06/28,2
530431,2.42,2019/07/04,194
530576,1.03,2019/06/28,88
530632,0.1,2018/10/18,2
531091,3.7,2019/06/19,304
531208,0.13,2014/07/08,11
531258,0.23,2018/10/15,19
531455,0.27,2019/06/05,23
532288,1.25,2019/06/30,103
532749,0.98,2019/06/21,82
533168,1.09,2019/06/08,92
533506,0.77,2019/07/03,66
533625,0.35,2018/10/08,18
533927,2.03,2019/06/24,153
534897,0.09,2015/06/12,6
535095,0.52,2019/06/29,43
535352,0.5,2019/07/02,36
536578,0.27,2019/06/20,19
538344,2.31,2019/06/11,160
538590,0.87,2019/05/15,74
539160,0.58,2019/04/28,47
539350,0.51,2018/09/14,43
540057,1.19,2019/06/13,102
540489,0.21,2019/01/20,18
541725,0.44,2019/04/07,33
542054,0.72,2019/06/09,60
542203,1.61,2019/06/23,22
543792,1.25,2019/06/21,107
544039,,,0
544131,1.02,2019/07/04,87
544331,0.2,2018/08/07,16
545261,0.02,2015/08/07,2
545651,0.24,2019/05/20,19
546383,5.53,2019/05/25,474
546504,0.06,2016/05/16,5
546573,0.75,2019/05/19,63
547830,,,0
548133,0.4,2019/06/01,28
548184,,,0
549873,0.09,2015/05/25,5
550288,0.2,2019/02/12,16
550653,0.32,2018/09/30,6
550777,0.3,2019/06/10,25
550858,0.31,2017/08/10,15
552141,0.62,2019/06/08,45
552519,2.55,2019/06/16,215
552639,0.51,2019/06/22,33
553516,0.54,2017/01/02,46
553565,0.3,2019/06/01,25
553862,0.27,2018/10/08,23
554165,0.67,2019/07/02,57
555206,1.01,2019/05/26,80
557487,0.26,2019/05/10,22
559511,0.54,2016/04/22,40
560078,1.02,2019/06/23,85
560406,0.01,2012/07/11,1
563442,0.36,2016/12/05,29
563496,0.01,2012/09/05,1
564049,0.27,2017/02/15,23
564184,0.5,2019/05/31,42
564447,2.83,2019/06/25,195
564751,1.91,2019/05/05,158
565814,0.03,2016/12/28,1
566712,1.4,2019/06/07,115
566911,0.49,2019/05/28,42
567195,0.04,2015/08/17,3
568661,0.4,2019/06/10,32
568684,0.09,2018/04/15,6
568743,2.53,2019/07/06,214
570218,0.13,2019/05/06,11
570750,2.6,2019/06/23,221
571564,1.47,2019/06/02,123
573612,1.56,2019/06/16,132
573671,0.65,2019/02/23,41
573795,1.32,2019/06/06,104
573870,0.22,2019/05/27,18
575061,4.14,2019/06/30,143
576227,0.05,2016/10/03,4
576426,0.3,2014/04/15,25
576916,0.05,2017/08/22,4
577324,2.33,2019/06/15,198
577703,0.07,2012/09/14,6
577824,0.48,2019/05/21,10
578267,0.36,2019/04/08,30
578941,0.08,2015/09/21,4
579716,2.42,2019/07/01,201
580323,0.61,2019/06/30,51
581180,0.75,2019/05/26,63
581421,0.59,2018/08/05,28
581542,0.66,2017/06/01,55
582272,0.13,2018/11/13,1
582372,0.27,2016/07/01,23
583337,0.72,2019/03/09,61
583352,0.06,2013/06/20,5
584122,0.8,2019/06/25,67
585369,1.3,2019/04/02,110
585491,1.95,2019/06/18,160
585937,1.23,2019/06/25,102
586847,0.08,2017/05/08,5
587519,0.02,2015/03/31,1
587554,0.41,2019/06/30,34
587641,0.07,2015/10/31,6
587698,0.81,2019/07/06,61
587740,0.13,2019/06/21,11
588677,0.01,2012/08/10,1
590903,0.6,2019/05/05,46
591135,1.75,2019/06/05,132
591565,0.73,2014/04/27,62
591710,0.17,2018/08/24,8
592785,0.27,2017/04/17,16
592831,0.23,2016/07/15,19
592853,0.2,2017/01/01,17
593000,0.14,2016/11/18,12
593292,3.93,2019/06/15,321
593320,1.89,2019/06/12,160
594020,1.68,2019/06/03,142
594036,0.06,2015/10/11,5
594640,0.73,2019/06/30,61
594732,,,0
595321,0.08,2018/10/21,5
595604,0.44,2017/01/25,36
596448,1.51,2019/06/14,109
597544,0.38,2019/03/31,28
597624,0.16,2019/05/20,14
598612,2.99,2019/06/26,250
599595,0.25,2018/05/28,12
599847,0.24,2018/12/30,20
600286,0.36,2019/05/13,27
600775,0.89,2019/06/27,73
600877,0.05,2015/12/29,2
602070,0.45,2019/05/06,38
602142,0.07,2014/10/18,5
602250,,,0
602453,0.5,2018/08/10,31
602888,0.21,2015/12/07,17
606269,0.42,2019/05/27,35
607735,0.77,2019/04/18,63
607781,1.78,2019/06/29,149
607891,1.29,2018/06/05,107
609213,0.08,2015/12/31,7
609559,0.58,2019/06/23,48
609983,0.65,2019/06/19,54
610118,0.2,2015/10/18,17
610596,1.62,2019/06/08,103
611009,2.95,2019/06/24,243
611408,,,0
612936,1.17,2019/06/18,93
613528,0.74,2019/07/01,54
613556,0.03,2015/10/31,2
613818,1.05,2019/05/22,88
614269,0.18,2017/07/29,15
616585,0.3,2017/11/21,25
618836,,,0
618916,0.13,2019/04/28,11
619122,0.26,2019/05/30,17
619471,0.06,2014/08/31,5
620214,,,0
621430,0.34,2018/09/13,28
622410,,,0
623423,,,0
623747,0.11,2018/08/21,8
624222,0.18,2019/04/27,15
625197,0.17,2018/10/22,2
625365,0.57,2019/01/01,40
627432,0.68,2019/05/06,57
627949,,,0
628078,0.07,2018/08/16,6
628227,0.69,2019/05/24,57
629315,0.27,2015/10/28,22
629770,0.07,2013/09/04,6
629774,0.2,2015/10/13,17
629855,0.19,2018/10/28,14
629949,1.9,2019/06/27,160
630034,1.02,2019/06/23,85
633276,1.99,2019/06/22,165
633950,0.16,2014/04/22,13
634353,0.53,2015/09/28,44
635114,0.62,2019/05/02,51
635282,2.2,2019/06/17,179
635662,2.49,2019/06/15,206
636391,0.05,2018/07/08,4
637228,0.11,2019/06/23,2
637504,0.08,2018/06/04,1
637716,0.02,2013/04/03,2
638894,0.04,2016/01/11,3
638898,0.23,2015/09/23,19
639199,0.82,2019/07/08,59
639781,0.16,2019/01/05,1
640589,0.01,2012/09/18,1
640691,3.05,2019/06/23,254
640990,1.56,2019/04/06,129
641768,0.13,2013/03/08,11
642682,0.68,2019/04/21,32
643591,0.12,2016/08/21,8
643948,3.16,2019/07/03,261
644464,0.04,2012/09/23,3
644575,0.33,2018/10/07,23
644833,1.44,2019/06/03,108
644869,0.11,2019/06/30,9
645075,2.99,2019/06/24,248
645693,1.29,2019/06/22,107
645922,0.52,2015/09/25,41
645942,0.52,2019/06/02,43
646147,0.47,2016/12/08,39
646391,0.37,2017/06/01,31
646458,0.07,2019/05/13,6
647413,0.26,2019/04/06,18
647520,0.37,2019/04/30,29
647580,0.13,2013/12/25,11
648047,1.92,2019/07/01,161
648246,0.47,2019/04/28,39
649561,,,0
649903,0.03,2015/08/25,2
651375,0.77,2019/06/27,59
651475,3.89,2019/06/20,323
651648,0.96,2019/05/21,56
652371,0.05,2016/12/31,3
652466,0.04,2018/06/30,2
652515,0.04,2016/08/15,2
652648,0.05,2018/08/15,3
652691,0.01,2012/11/01,1
654005,0.7,2019/06/18,58
654232,0.14,2015/10/24,10
654612,1.01,2019/05/23,83
655230,0.14,2019/06/03,12
655472,0.01,2012/08/25,1
655783,3.53,2019/07/06,10
656281,0.59,2019/02/28,48
657005,0.06,2019/07/03,5
657198,0.18,2018/07/09,15
657217,4.24,2019/07/04,347
657727,1.31,2019/07/05,108
658008,1.96,2019/06/19,163
658366,2.3,2019/06/23,182
658515,0.45,2019/06/02,37
658932,0.4,2019/06/22,30
659880,0.04,2015/05/15,3
659952,0.56,2018/01/04,46
660016,2.57,2019/07/04,211
660036,1.12,2019/05/21,93
661814,0.13,2016/05/07,10
663608,1.02,2019/06/22,72
664047,0.71,2016/01/28,59
665394,0.24,2018/12/01,18
666220,0.07,2013/07/11,6
666315,0.18,2015/10/12,15
666613,1.26,2019/06/07,78
667375,0.21,2018/06/24,17
667549,0.18,2017/08/03,15
668400,0.02,2015/07/16,1
668691,0.89,2019/05/25,69
669633,1.38,2019/06/10,114
669831,1.98,2019/06/15,161
670767,0.88,2019/04/29,70
671496,,,0
671633,0.57,2019/06/14,46
672724,0.24,2018/11/02,19
673248,1.97,2019/06/24,162
673760,0.85,2018/10/10,70
674692,0.15,2018/08/31,11
675793,0.05,2019/07/04,2
676257,0.55,2019/01/18,39
676295,0.67,2019/07/01,56
679633,0.01,2012/09/18,1
679769,0.42,2019/06/21,35
680104,0.39,2018/09/14,32
680225,0.05,2018/01/03,1
680998,0.15,2018/12/20,12
681518,2.54,2019/06/21,211
681805,0.59,2019/06/11,48
682122,2.63,2019/06/12,219
682155,2.63,2019/06/23,218
683084,0.5,2017/10/15,40
683681,0.46,2019/06/08,37
683743,0.34,2017/05/20,28
683821,0.8,2019/06/17,66
684808,0.67,2019/07/04,43
684991,0.11,2018/11/04,9
685435,0.16,2019/05/29,13
686696,0.93,2019/05/16,60
688652,0.23,2019/06/07,19
689329,3.92,2019/06/29,296
689900,1.16,2017/05/18,96
690349,0.97,2019/06/24,77
690516,1.4,2019/06/24,115
690553,3.59,2019/07/04,294
690603,1.75,2019/06/30,66
690675,0.09,2018/08/10,4
690849,0.47,2019/06/18,39
690934,2.12,2019/07/01,173
690960,3.56,2019/06/16,295
692137,0.75,2019/01/02,62
692567,1.69,2019/07/02,138
693597,0.34,2019/06/24,27
695002,1.17,2019/06/16,96
695216,1.46,2018/01/25,119
695297,0.1,2018/09/07,8
695465,1.25,2019/07/01,100
696593,0.02,2015/07/16,1
697499,1.12,2019/06/27,89
697923,2.22,2019/06/21,176
698094,0.38,2016/08/26,31
698132,2.89,2019/06/26,239
698162,0.96,2019/04/24,79
698298,0.33,2019/04/15,13
698327,0.16,2017/12/08,11
698514,0.06,2017/05/03,5
698882,0.37,2016/12/31,13
699348,2.3,2019/01/04,190
699472,4.9,2019/06/25,404
700530,1.4,2019/07/06,27
700916,0.97,2019/05/20,79
701227,0.17,2017/10/06,14
702213,0.42,2018/10/20,32
702440,0.98,2019/06/01,76
702551,0.09,2019/01/01,7
703745,0.14,2016/10/02,11
703971,0.22,2019/05/30,18
704838,1.59,2019/07/04,60
705749,0.72,2019/03/30,59
705997,0.47,2018/12/10,22
706347,0.03,2013/05/06,2
707396,1.28,2019/07/02,104
707736,0.09,2019/05/24,6
708374,3.96,2019/07/01,326
708637,0.67,2019/06/01,55
710015,,,0
710243,0.79,2019/07/06,56
710283,0.62,2019/06/22,51
710284,0.09,2015/04/11,7
711635,1.15,2019/06/30,86
712136,0.44,2017/08/29,36
712260,0.92,2019/06/19,75
713538,4.55,2019/06/16,363
713891,1.78,2019/06/23,146
714028,1.52,2019/07/03,51
714049,0.67,2019/06/04,55
714075,0.01,2013/08/08,1
714939,0.38,2019/03/12,29
715102,0.76,2018/09/02,30
715270,2.07,2019/06/12,169
716169,0.02,2015/05/14,1
718761,0.11,2019/03/09,8
719329,0.18,2019/03/17,12
719914,0.3,2018/10/26,19
720274,0.11,2017/04/16,9
720394,0.06,2014/05/19,5
721719,0.26,2018/06/25,17
721762,0.86,2019/06/19,70
722264,,,0
722451,0.02,2015/10/05,1
722464,0.16,2019/01/07,1
723507,0.43,2018/09/18,17
723523,0.73,2017/08/21,59
723560,0.75,2019/07/01,62
723709,0.07,2019/05/11,6
725270,0.84,2019/05/15,33
725509,1.93,2019/06/16,158
726422,0.12,2019/04/29,8
726465,1.67,2019/04/25,129
726692,0.02,2015/08/29,1
727512,0.67,2019/07/02,50
727547,1.56,2019/06/28,116
727835,1.09,2017/12/12,89
727964,0.21,2016/03/15,17
728409,2.07,2017/01/01,164
728493,0.87,2019/01/01,67
728498,1.67,2019/06/22,135
728764,0.12,2018/11/01,3
729306,1.7,2019/06/04,139
729841,0.32,2018/12/07,23
730480,0.64,2019/05/30,51
731293,2.53,2019/06/20,203
731300,2.07,2019/06/23,164
731316,0.07,2016/05/25,6
732624,4.01,2019/06/29,327
732700,10,2019/07/06,10
734749,1.07,2016/08/26,82
735677,4.44,2019/07/06,111
735890,0.08,2018/01/02,6
736187,0.44,2019/01/03,35
737075,0.7,2019/05/20,57
737126,0.98,2017/05/26,80
738588,0.02,2015/11/01,1
739239,0.06,2018/08/02,4
739242,0.1,2018/10/15,8
739815,0.48,2019/06/25,39
740823,0.35,2019/06/12,27
740947,0.05,2015/08/02,3
741154,10,2019/07/04,10
741346,0.09,2018/07/24,1
741354,0.26,2017/04/18,21
741783,2.96,2018/09/16,237
741797,0.25,2015/12/30,20
741806,0.06,2018/09/05,2
742026,0.83,2019/06/09,66
742779,0.09,2017/12/15,7
742795,3.35,2019/06/20,273
744078,0.95,2019/06/09,60
744220,0.25,2019/06/18,19
744228,0.03,2013/01/05,2
745037,1.04,2019/06/23,83
746088,2.68,2019/06/16,219
746983,,,0
746996,3.34,2019/07/02,270
747029,0.24,2019/06/05,18
747159,1.62,2019/07/02,132
747344,1.86,2019/06/22,151
747419,0.06,2015/07/06,3
747538,4.16,2019/07/03,167
747605,2.62,2019/07/01,213
748656,0.08,2017/08/01,2
749108,0.15,2019/07/01,12
749455,4.33,2019/06/25,353
749896,0.05,2016/10/15,3
749965,0.05,2016/08/21,3
751851,0.05,2015/12/28,4
752202,1.43,2018/08/27,113
752289,0.14,2017/05/20,11
752366,0.31,2019/03/15,17
752616,0.57,2019/06/27,46
752783,0.64,2017/06/24,52
753399,0.22,2019/04/28,10
753622,0.88,2019/06/29,64
753687,1.36,2019/06/24,104
753983,0.93,2019/07/01,75
753991,2.79,2019/07/03,227
754353,0.16,2015/12/13,13
755528,2.32,2019/06/23,189
755684,0.01,2013/01/04,1
755703,0.15,2015/10/27,10
756655,0.76,2017/05/22,61
756892,0.04,2015/04/28,3
756928,0.33,2018/09/15,27
757007,0.02,2015/05/23,1
757187,0.4,2019/05/30,32
758782,0.33,2019/06/29,22
760303,0.78,2019/07/05,63
761606,0.19,2019/05/31,15
761835,0.89,2019/06/30,72
762015,0.94,2019/06/20,58
762145,0.12,2018/10/20,9
763527,3.07,2019/07/01,169
763600,0.03,2014/11/03,2
763809,1.16,2019/06/07,66
763965,0.3,2015/03/02,24
764052,0.03,2016/12/27,1
764753,1.33,2019/06/16,108
765203,0.44,2019/06/30,19
765315,1.18,2017/04/30,91
765563,0.95,2019/06/20,67
765569,0.8,2019/03/31,64
766542,0.05,2013/09/04,4
766814,,,0
766964,0.04,2012/11/10,3
767562,0.95,2019/06/02,77
767761,0.52,2018/06/29,41
767967,0.5,2019/03/19,2
767983,0.05,2015/12/31,4
769175,0.04,2017/07/01,1
769279,0.03,2016/05/01,1
769448,4.18,2019/06/23,302
770514,0.02,2014/09/22,1
770893,0.11,2019/02/11,3
770960,0.16,2016/04/21,13
771436,,,0
772362,3.44,2019/07/06,276
772679,0.31,2019/07/02,22
773041,2.34,2019/06/23,187
773497,,,0
773844,0.11,2018/09/30,1
773993,2.06,2019/07/07,138
774791,0.53,2018/06/28,31
774899,0.17,2015/10/19,13
775238,0.16,2019/06/23,12
775280,1.25,2019/06/28,97
775326,1.89,2019/01/18,153
776257,0.91,2019/06/30,72
777297,0.95,2019/06/23,72
777327,0.65,2019/05/28,52
778381,0.36,2019/06/01,28
778495,0.02,2018/08/03,2
